Name,PortraitURL,Biography
"John Finlay (January 24, 1941&ndash;February 17, 1991)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/finlajo.jpg,"John Finlay was born in Ozark, Ala., and grew up on his family’s farm near Enterprise. As a boy, he loved to read Shakespeare, and he sometimes recited passages from the plays while caring for his family’s dairy cows. Finlay attended the University of Alabama, earning a BA in 1964 and an MA in 1966, both in English. Following graduation, he taught for four years at the University of Montevallo. In 1970, Finlay enrolled in the doctoral program at Louisiana State University. He earned his PhD in 1980, the same year he converted to Roman Catholicism. In 1981, Finlay returned to his family’s farm and remained there for the rest of his life, engaged in writing and scholarship. Three chapbooks of his poems were privately published during this period. Finlay was diagnosed with AIDS in 1982 and died in 1991. Collections of his poems and his essays were published posthumously."
"Zelda Fitzgerald (June 24, 1900&ndash;March 10, 1948)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/fitzgze.jpg,"Zelda Fitzgerald was born and raised in Montgomery, Ala., the youngest daughter of a prominent family. She read widely growing up but had little interest in school and preferred to focus on her social life. Zelda graduated from Sidney Lanier High School in 1918. That summer, she began dating F. Scott Fitzgerald, a soldier stationed in the Montgomery area, whom she had met at a local dance. Although Scott wanted to marry her, Zelda’s parents doubted his ability to support her. After Scott published <em>This Side of Paradise</em>, Zelda joined him in New York, where they married in 1920. The couple entered New York literary society and became publicly identified with the 1920s “Jazz Age,” on the basis of Scott’s writing and their party-filled lifestyle. Scott’s fiction made extensive use of Zelda’s diary and letters, and he patterned many of his heroines on her. Zelda herself began writing articles and short stories on “flappers,” which were published under both their names or under Scott’s name alone. </p>
<p>Through the 1920s and into the early 1930s, the Fitzgeralds moved frequently between Europe and the United States. Zelda continued her writing and took up painting and ballet, hoping to become a professional dancer. In 1930, however, Zelda entered a Swiss mental health clinic where she was diagnosed with schizophrenia. Although she spent most of the rest of her life in mental health facilities, she continued to write. In 1931, the Fitzgeralds returned to the United States and rented a house in Montgomery so that Zelda could be near her family. She had several breakdowns in early 1932 and entered a psychiatric hospital in Maryland. At the Maryland hospital, Zelda completed her novel, <em>Save Me the Waltz</em>, and collected her short stories and articles for publication in book form. From 1936 until her death in 1948, Zelda divided her time between Highland Hospital in Asheville, N.C., and her mother’s home in Montgomery. When Scott died in November of 1940, Zelda was too ill to attend his funeral. She died on March 10, 1948, trapped in a fire at Highland Hospital."
"Fannie Flagg (September 21, 1941&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/flaggfa.jpg,"Fannie Flagg was born and raised in Irondale, a suburb of Birmingham, Ala. As a child, she wanted to become a writer, but she had problems in school due to undiagnosed dyslexia. Flagg began acting at age fourteen with a Birmingham theater group. She changed her name at seventeen when she registered with Actors' Equity, since there was another actress named Patricia Neal. Flagg attended the University of Alabama and the Pittsburgh Playhouse drama school. When she returned from Pittsburgh, she co-hosted a morning television program in Birmingham. In 1965, Flagg moved to New York, where she wrote and performed for Upstairs at the Downstairs Club. She was recruited to write for and appear in the television program <em>Candid Camera</em>. Flagg went on to make comedy albums, act in television, in movies, and on the stage, and appear as a regular on the television game show <em>Match Game</em>. </p>
<p>In 1978, Flagg won first prize at the Santa Barbara Writers Conference with a short story that became the basis for her first novel, <em>Coming Attractions</em>. After her parents’ deaths in 1980, she decided to quit acting and write full-time. When the original screenwriter for the movie version of <em>Fried Green Tomatoes at the Whistle-Stop Cafe</em> became ill, Flagg finished it, although the process took her three years. Flagg continues to write novels and divides her time between her homes in California, New York, and Alabama. In 2001, the Alabama State Council on the Arts selected her for its Distinguished Artist Award."
"H. E. Francis (January 11, 1924&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/franche.jpg,"H. E. Francis was born and raised in Bristol, R.I., a New England mill town. After finishing high school, he worked as an accountant in a zipper factory. Francis served in the US Army Air Force during World War II and used the G.I. Bill to attend college after the war. He graduated with a BA in English and Spanish from the University of Wisconsin in 1948 and earned an AM from Brown University in 1950. Francis taught at Pennsylvania State University, University of Tennessee, Northern Illinois University, and Emory University before joining the English department of the University of Alabama in Huntsville in 1966. After Francis’s retirement, the UAH English department and the Ruth Hindman Foundation established an annual short story competition named for him. </p>
<p>Francis began writing when he was teaching at Pennsylvania State. His first story was accepted by the literary magazine <em>Prairie Schooner</em>. Since then, Francis has published novels and short story collections in both English and Spanish. A Fulbright Scholarship to Oxford in the 1950s and three Fulbright grants to Argentina in the 1960s and early 1970s furthered his interest in Spanish literature. In addition to his own writing, Francis also translates the work of Spanish-language writers. Francis divides his time between Huntsville and Madrid, Spain, with frequent visits to Argentina."
"Tom Franklin (July 7, 1963&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/frankto.jpg,"Tom Franklin was born and raised in Dickinson, Ala. He began writing by creating his own comic books and writing stories inspired by the <em>Tarzan</em> and <em>Conan the Barbarian</em> books. His family moved to Mobile after he graduated from high school. Franklin attended the University of South Alabama and graduated with a BA in English. He supported himself during that period by working in a hospital morgue, a sandblasting grit factory, and a chemical plant. Franklin later attended the University of Arkansas where he earned an MFA in 1998. He taught briefly at the University of South Alabama. </p>
<p>Franklin’s collection of short stories, <em>Poachers</em>, was published in 1999. His publication contract for <em>Poachers</em> required him to write a novel also. <em>Hell at the Breech</em>, a fictionalized version of the Mitcham War of Clarke County, Ala., was published in 2003. Franklin has held the Philip Roth Residency in Creative Writing at Bucknell University and has been Writer-in-Residence at Knox College, the John and Renee Grisham Writer-in-Residence at University of Mississippi, and the Tennessee Williams Fellow at University of the South. Franklin has been awarded a Guggenheim Fellowship and a residency at the MacDowell Colony. Currently, he is Writer-in-Residence at the University of Mississippi. Franklin is married to the poet Beth Ann Fennelly and lives with his family in Oxford, Miss."
"Charles Gaines (January 6, 1942&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/gainech.jpg,"Charles Gaines was born in Jacksonville, Fla. He moved with his family to Birmingham, Ala., when he was around ten. Gaines had a turbulent adolescence but found some stability when he began bodybuilding in his late teens. He enrolled in Washington and Lee University in 1960 but left the school to travel around the country. Gaines then enrolled in Birmingham-Southern College from which he graduated with a BA in 1963. After graduation, he spent two years living in Ireland where he wrote and his wife painted. In 1967, Gaines earned his MFA from the University of Iowa Writer’s Workshop. He spent two years in Green Bay, Wisc., as the director of a federal program to introduce arts into public schools. Gaines and his family then moved to New Hampshire where he taught creative writing at New England College from 1970 to 1976. </p>
<p>In 1972, Gaines published his first novel, <em>Stay Hungry</em>, which was about the bodybuilding culture. Gaines co-wrote the screenplay for the movie version (released in 1976). In the 1970s and early 1980s, he published two nonfiction books about bodybuilding (<em>Pumping Iron</em> and its sequel), another novel, an exercise book, and a book about fitness guru Charles Atlas. Gaines co-wrote screenplays for the movie versions of his two <em>Pumping Iron</em> books. He also wrote for the telvision series, <em>The American Sportsman</em>, and adapted an Edith Wharton story, “Summer,” for the PBS series <em>Great Performances</em>. In the mid-1980s, Gaines started a survival game company and a sporting travel company and stopped writing to concentrate on his businesses. In the early 1990s, he sold the companies and returned to writing, co-authoring several fitness books for children with actor and bodybuilder Arnold Schwarzenegger. Since then, he has written another novel, two memoirs, and numerous magazine articles. Gaines divides his time between homes in Birmingham and Nova Scotia."
"Anne George (December 4, 1927&ndash;March 14, 2001)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/georgan.jpg,"Anne George was born and spent her early childhood in Montgomery, Ala. Her parents separated shortly after her birth, and she was raised by her grandparents, although she had frequent contact with her mother.  Magazine reading was popular in her grandparents' household, and George was especially fond of detective magazines. When she was eight, economic circumstances forced them to move their household to a farm in Lowndes County, Ala., which was owned by her stepfather’s family. One consequence of the move was that she took the train to school every day. Another was that she was placed in fifth grade at the age of eight and initially had trouble fitting in. She soon made friends, however, and became something of a prankster. George attended Judson College, then graduated from Samford University in 1949 with a BA in English and Spanish. </p>
<p>After marrying, George moved to Birmingham and taught English in area junior high and high schools for well over twenty years. She earned an MA in English and Education from the University of Alabama at Birmingham in 1971. In 1982, while working on a doctorate, George and fellow student Jerri Beck founded Druid Press to publish literary works. They sold the press after ten years when George began writing full-time. The <em>Southern Sisters</em> mystery series began as a short story George wrote in which the main characters were based on herself and a cousin. The first book in the series, <em>Murder on a Girls' Night Out</em>, was accepted for publication less than a week after she sent it to her agent. She eventually published seven books in the series."
"Charles Ghigna (August 25, 1946&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/ghignch2.jpg,"Charles Ghigna was born in Bayside, N.Y., and moved with his family to Fort Myers, Fla., when he was five. He began writing poems as a child and was inspired by a high school teacher to keep a writing journal. Ghigna attended classes at Edison College and the University of South Florida and graduated from Florida Atlantic University with a BA in 1967 and an MEd in 1970. He taught English at a high school in Fort Myers from 1967 to 1973 and took some graduate courses at Florida State University. He also served as the poetry editor for <em>The English Journal</em> for the National Council of Teachers of English. In 1974, Ghigna moved to Birmingham, Ala., where he taught creative writing and was poet-in-residence at the Alabama School of Fine Arts until 1993. </p>
<p>While still in college, Ghigna began publishing his poems in literary magazines. During the time that he was teaching, he would write in the evenings after he had finished grading papers. Ghigna’s first book, <em>Plastic Tears</em>, was published in 1973. He broke into national magazine publishing in September of 1974 when <em>Harper’s Magazine</em> published one of his poems. Ghigna began writing poems for children in the 1980s. These were initially published in children’s magazines such as <em>Highlights for Children</em>, <em>Cricket</em>, and <em>Jack and Jill</em>. His first children's books, <em>Good Dogs Bad Dogs</em> and <em>Good Cats Bad Cats</em>, were published in 1992. The following year, Ghigna resigned from teaching to write full-time. During the 1990s, he wrote a daily syndicated column, “Snickers.” He acquired the nickname, “Father Goose,” when he began appearing at schools to read his poems. In 2003, Ghigna's <em>One Hundred Shoes</em> as a ""Children's Choice"" selection for the Book-of-the-Month Club. The following year, <em>A Fury of Motion</em> was chosen by the Texas Library Association for their ""Tayshas Reading List"" for young adults. Ghigna lives in Homewood with his family."
"Faye Gibbons (January 31, 1938&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/gibbofa.jpg,"Faye Gibbons was born in Carter’s Quarter, Ga. Her family moved frequently, and, like many families in the mountains and mill towns of northern Georgia, they lacked the conveniences of electricity, indoor plumbing, and automobiles. Their chief entertainment was storytelling. Gibbons was nine years old when she first attended school, where she discovered a new world of stories through reading. After graduating from high school, Gibbons attended Oglethorpe University, Emory University, and Berry College, from which she earned a BA in 1961. She taught school in Georgia from 1961 to 1964. Gibbons attended graduate school at Auburn University in 1965. She taught school in Alabama from 1964 to 1969. </p>
<p>Gibbons stopped teaching in 1969 to raise her family. At this point, she also decided to pursue a writing career. Although she had told stories as a child to her brothers and sisters, she had never written them down. Her first book, <em>Some Glad Morning</em>, was published in 1982. Since then, she has written both fiction and nonfiction books and short stories. In addition, Gibbons frequently visits schools and libraries to meet her readers and encourage them to read widely and to write their own stories. She lives in Deatsville, Ala."
Rebecca Gilman (1965&ndash;present),https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/gilmare.jpg,"Rebecca Gilman was born and raised in Trussville, Ala. She enjoyed reading plays as a child, especially those of George Bernard Shaw, whom she admired for his willingness to take a stand on controversial issues. Gilman attended Middlebury College and graduated from Birmingham-Southern College in 1987. She also earned an MA from the University of Virginia and an MFA from the University of Iowa. Gilman began writing plays while still in college. After completing her education, she moved to Chicago, where she supported herself by working temporary clerical jobs while writing in her spare time. </p>
<p>Gilman became a member of the Chicago Dramatists group, whose artistic director persuaded the Circle Theatre to produce her play <em>The Glory of Living</em> in 1997. This play went on to win several awards and prompted the Goodman Theatre to give her its Scott McPherson Award as a commission to create a new play, which became <em>Spinning Into Butter</em>. Since then, her plays have been produced in New York and London, as well as Chicago. Gilman and the Goodman Theatre have jointly received a Prince Prize for Commissioning Original Work. This money was used to write and produce her play <em>Blue Surge</em>.  Gilman received a Guggenheim Fellowship in 2001. In 2002, Gilman moved to Columbus, Ohio, but she recently returned to Chicago, where she is on the faculty of the School of Communication at Northwestern University. A recent production is an adaptation for the stage of Carson McCullers' novel <em>The Heart Is a Lonely Hunter</em>."
"Gail Godwin (June 18, 1937&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/godwiga.jpg,"Gail Godwin was born in Birmingham, Ala., during a time when her father was working at a summer job nearby. The following fall, her family moved back to their native North Carolina. Her parents divorced, when she was quite young, after her father deserted the family. She grew up in Asheville, N.C., living with her mother and grandmother. Her mother supported the family working as a junior college instructor, a newspaper reporter, and an author of romance stories for popular magazines. Godwin read extensively as a child and wrote her first story at age nine. Her mother remarried when Godwin was eleven, and the family moved frequently after that. Godwin reunited with her father at her high school graduation and lived with him briefly; he committed suicide while she was in college. </p>
<p>Godwin attended Peace Junior College in Raleigh, N.C., then transferred to the University of North Carolina, from which she graduated in 1959 with a BA in journalism. After graduation, she worked for a year as a newspaper reporter in Miami, then moved to London where she worked at the US Travel Service at the US Embassy there. In 1967, she was accepted into the Writers’ Workshop program at the University of Iowa, where she earned an MA in English in 1968 and a PhD in 1971. Her PhD dissertation was published in 1970 as her first novel, <em>The Perfectionists</em>. In the following years, she has written extensively, both novels and short stories. She has won several fellowships, including a Yaddo residency in 1972 and a Guggenheim Fellowship in 1975. She also has created librettos for musical works for which her partner, Richard Starer, composed the music. She lives in Woodstock, N.Y., and is still publishing."
"Philip Henry Gosse (April 6, 1810&ndash;August 23, 1888)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/gosseph.jpg,"Philip Henry Gosse was born in Worcester, England, and grew up in the town of Poole. His father was a painter, and Gosse taught himself to draw by watching his father work. Gosse had little formal education but read widely, borrowing books from friends and neighbors. In 1827, he took a job as a clerk in Newfoundland, Canada. Gosse studied the natural history of Newfoundland and joined the local book and debating societies. He also converted to Methodism there and preached locally on occasion. In 1835, he and a couple of friends bought a farm in Lower Canada. Gosse worked on the farm, taught school in the winter months, and continued his studies of natural history. He wasn’t suited to farming, however, and sold out in 1838. Gosse left Canada and traveled to Alabama, where he was engaged to teach school in Pleasant Hill. He enjoyed his studies of the natural history there, but he was bothered by the heat and humidity, and slavery disturbed him spiritually. Gosse left Alabama after eight months and returned to England where he settled in London. There, Gosse taught school and wrote and published articles in scientific journals. He also began writing natural history books. <em>The Canadian Naturalist</em>, a compilation of his observations in Newfoundland and Lower Canada, was published in 1840. Gosse continued his religious journey in London as well, converting from Methodism to a stricter sect, the Plymouth Brethren. </p>
<p>In 1844, Gosse sailed to Jamaica where he spent eighteen months studying the local natural history. On his return to London, Gosse used his notes and illustrations in two books on Jamaican natural history. His books began to bring in enough income that he could focus on his writing and his scientific studies. In 1852, Gosse and his family moved to the Devon coast for the sake of his health. He expanded his work to include marine natural history and began teaching field classes in the subject. His book, <em>The Aquarium</em>, popularized these installations for both private homes and institutions such as zoos and museums. In 1855, Gosse’s <em>Letters from Alabama</em> was published in serial form in <em>The Home Friend</em> magazine. (It was published in book form in 1859.) Gosse’s strong religious beliefs prompted him to attempt to reconcile the Biblical creation story with the fossil record which was being discovered at the time. <em>Omphalos</em>, published in 1857, asserted that God had created the fossils along with the rest of the world and had embedded them in the earth’s crust as a puzzle for scientists. The book sold poorly and was widely criticized. Despite the damage to his scientific reputation, Gosse continued publishing and teaching. His last books appeared in 1865, but he continued to publish articles in scientific journals. He also wrote and published religious materials. In late 1887, Gosse developed bronchitis, and he died the following August."
"Shirley Ann Grau (July 9, 1929&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/grausha.jpg,"Shirley Ann Grau was born in New Orleans and spent her childhood in New Orleans and in Montgomery, Ala. She attended Margaret Booth School in Montgomery but transferred to a high school in New Orleans for her senior year. Grau graduated with honors from H. Sophie Newcomb Memorial College, Tulane University, with a BA in English in 1950. She wanted to go on for her PhD intent on a career of teaching and writing. However, the head of English department refused to allow women to serve as teaching assistants, so she left after one year of graduate study to write full-time. </p>
<p>Grau started writing stories as a child and began publishing them in 1951. Her first book, a collection of stories called <em>The Black Prince</em>, was published in 1955. Her first novel, <em>The Hard Blue Sky</em>, was published in 1958. In 1965, Grau won the Pulitzer Prize for Fiction for <em>The Keepers of the House</em>, a novel set in rural Alabama. She continues to write and publish both short stories and novels. Grau divides her time between New Orleans and Martha’s Vineyard."
"Wayne Greenhaw (February 17, 1940&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/greenwa.jpg,"Wayne Greenhaw was born in Sheffield, Ala., and grew up in Trussville, Ala., and in Tuscaloosa. He had polio as a child and was left with a curvature in his spine. When Greenhaw was fourteen, he had an operation to correct his back problem and was confined to a body cast for six months. He spent much of this time reading and decided to become a writer. After his high school graduation in 1959, Greenhaw traveled to San Miguel de Allende, Mexico, to study creative writing at the Instituto Allende, where he met the Beat writers Allen Ginsberg, Neal Cassady, and Jack Kerouac. When Greenhaw returned home, he enrolled in the University of Alabama, where he studied under <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=126"">Hudson Strode</a> and baby-sat for novelists <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=99"">Borden Deal</a> and <a href=""http://media.cla.auburn.edu/goodlyland/author.cfm?AuthorID=114"">Babs H. Deal</a>. Greenhaw earned his BS in education from the University in 1966. While he was a student, Greenhaw was also working as a reporter for <em>The Tuscaloosa News</em> (from 1958 to 1962) and as a sports columnist for the Tuscaloosa <em>Graphic Weekly</em> (from 1963 to 1964). Greenhaw worked for <em>The Alabama Journal</em> from 1965 to 1976. He also wrote freelance articles that were published in national newspapers and magazines such as <em>The New York Times</em> and <em>Reader’s Digest</em>. </p>
<p>Greenhaw’s first novel, <em>The Golfer</em>, was published in 1967. His first nonfiction book, published in 1971, was about the My Lai massacre in Vietnam, a story he had broken while writing for <em>The Alabama Journal</em>. Greenhaw won a Nieman Fellowship to study at Harvard University for the academic year 1972-1973. He was the editor and publisher of <em>Alabama Magazine</em> from 1984 to 1988 and served as the director of the Alabama Bureau of Tourism and Travel from 1993 to 1995. Greenhaw has taught journalism classes at Alabama State University, Troy State University (now Troy University), and Auburn University at Montgomery and has worked with writing projects at the Draper Correctional Center in Elmore, Ala., and the Maxwell Federal Prison Camp in Montgomery. Greenhaw has written or coauthored nineteen books, including novels, short story collections, poetry, memoir, and nonfiction. He divides his time between Montgomery and San Miguel de Allende, Mexico."
"Winston Groom (March 23, 1943&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/groomwi.jpg,"Winston Groom was born in Washington, D.C. but was raised in Mobile, Ala. Although he began writing as a child, he had always expected to become a lawyer like his father. At the University of Alabama, however, he edited and wrote for the university humor and literary magazines and graduated with an AB degree in English in 1965. After graduation he served in the U.S. Army for two years, which included a thirteen-month tour of duty in Vietnam. He returned from Vietnam intending to write a book about his experience. </p>
<p>In 1967, Groom began working as a reporter for <em>The Washington Star</em> and made contacts in the literary world. He resigned in 1976 and moved to New York to write his Vietnam novel, <em>Better Times Than These</em>, which was published in 1978. Some of his subsequent novels have featured Alabama settings, including his most famous book, <em>Forrest Gump</em>, which was made into a movie. Much of Groom’s nonfiction has had a military theme, including his second Vietnam-related book, the Pulitzer-nominated <em>Conversations with the Enemy</em>."
"Janice N. Harrington (September 9, 1956&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/harrijn.jpg,"Janice Harrington was born and spent her early childhood in Vernon, Ala. When she was eight, her family moved to Nebraska. Harrington attended the University of Nebraska at Lincoln, graduating with a BS in Education in 1978. She worked as a public school teacher in Omaha, Neb., from 1979 to 1980. In 1981, Harrington earned an MA in Library Science from the University of Iowa. During the 1980s, she worked as a librarian in Iowa, Illinois, and Louisiana. Harrington became the head of youth services at the public library in Champaign, Ill., in 1990. She worked as a professional storyteller from 1984 to 2002. Her first book, <em>Going North</em>, published in 2004, retold the story of her family’s move from Alabama to Nebraska. Harrington began publishing her poems in literary magazines in the late 1990s. A collection of her poems was published in 2007."
"Gustav Hasford (November 28, 1947&ndash;January 29, 1993)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/hasfogu2.jpg,"Gustav Hasford grew up in Russellville, Ala. He was a voracious reader and was interested in journalism. As a teenager, Hasford edited and wrote for his school newspaper and worked part-time for two area papers, the <em>Franklin County Times</em> in Russellville and <em>The Northwest Alabamian</em> in Haleyville. He started a national magazine for writers, <em>Freelance</em>, at age fifteen but was forced to discontinue it after a few issues. Several years later, Hasford left high school and joined the U.S. Marines, where he served as a military journalist in Vietnam. After his discharge in 1968, Hasford moved with his parents to Longview, Wash. He worked at a variety of jobs and took courses at Lower Columbia Community College but spent much of his time reading and writing. Two of his short stories were published in the college literary magazine <em>Mirror Northwest</em>. In the early 1970s, Hasford moved to Southern California, where he supported himself with whatever jobs he could find and worked on a novel about his Vietnam experience. </p>
<p><em>The Short-Timers</em> was published in 1979, ten years after Hasford had begun writing it, and was well received by critics. In 1982, director Stanley Kubrick bought the movie rights, and Hasford used the money to move to Australia, where he lived from 1982 to 1983. He returned to California briefly, then moved to London to work with Kubrick and writer Michael Herr on the screenplay. The movie version, <em>Full Metal Jacket</em>, was released in 1987. The following year, police in San Luis Obispo, Calif., discovered approximately eight hundred stolen library books in a storage locker rented to Hasford. Hasford served three months of a six-month jail sentence for possession of stolen property. After his release, Hasford lived briefly in California, before moving to Tacoma, Wash., to be near his mother. In the early 1990s, Hasford published a sequel to <em>The Short-Timers</em> and a third novel. He moved to Greece in 1992. Hasford’s health had begun to deteriorate during his time in jail, and he died in Greece in early 1993."
"James Haskins (September 19, 1941&ndash;July 6, 2005)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/haskija.jpg,"When James Haskins was born in Demopolis, Ala., public schools and facilities were segregated. Because he was black, he couldn’t check books out from the public library, so his mother bought him a supermarket encyclopedia one volume at a time. Later, a white woman who knew his mother checked out books for him. When Haskins was a teen, his parents separated, and he moved with his mother to Boston, where he was admitted to the highly competitive Boston Latin School. He did well there but decided to return to Alabama for college. Haskins was admitted to Alabama State University but was expelled for his participation in the civil rights movement. He then attended Georgetown University, earning a BA in psychology in 1960. He returned to Alabama State, earning a BS in history in 1962, and then went on to the University of New Mexico, where he earned an MA in social psychology in 1963. </p>
<p>Haskins worked briefly in New York City as a stock trader but felt unfulfilled. He began teaching at a public school in Harlem in 1966. He kept a journal of his experiences, creating from it the book <em>Diary of a Harlem School Teacher</em>, published in 1969. He was then approached to write books for younger readers. His first book for children, <em>Resistance: Profiles in Nonviolence</em>, was published in 1970. He eventually wrote over one hundred nonfiction books, for both younger readers and adults, and won many awards. However, Haskins considered himself a teacher first and a writer second. From 1970 to 1977, he taught at the Staten Island Community College of the City University of New York. From 1977 until his death in 2005, Haskins was a professor of English at the University of Florida, Gainesville."
"Betsy Hearne (October 6, 1942&ndash;present)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/hearnbe.jpg,"Betsy Hearne was born in Wilsonville, Ala., and spent her early childhood there. She grew up listening to the stories her mother told about their extended family. Hearne was taught at home by her mother for her first two grades. The family lived in an isolated area, and Hearne had no playmates. She began writing stories to amuse herself at an early age. The family moved to eastern Tennessee just before Hearne started third grade. She found it hard to make friends, and, to compensate, she read voraciously and continued writing her stories. Hearne attended the College of Wooster in Ohio, earning a BA in history in 1964. After graduation, she worked in a Wooster public library as a children’s librarian and storyteller. Hearne earned an MA from the Graduate Library School of the University of Chicago in 1968. </p>
<p>After library school, Hearne worked as a children’s book reviewer for <em>Booklist</em> magazine and taught classes in children’s literature at the University of Illinois at Chicago. In 1973, she became the editor of the children’s book section of <em>Booklist</em>. Hearne’s first book for children, <em>South Star</em>, was published in 1977. She has since published young adult novels, short story collections, and picture books, as well as two collections of poetry and a guide to children’s literature. In 1979, Hearne returned to graduate school, earning a PhD in 1985 from the Graduate Library School at the University of Chicago. From 1985 to 1992, she taught at the University of Chicago. In 1992, Hearne joined the faculty of the Graduate School of Library and Information Science of the University of Illinois at Urbana-Champaign where she teaches children’s literature and storytelling. She is also Director of the Center for Children's Books at the University of Illinois."
"Lillian Hellman (June 20, 1905 or 1906&ndash;June 30, 1984)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/hellmli.jpg,"Lillian Hellman was born in New Orleans. Her father was a shoe salesman, and her mother came from a well-to-do family in Demopolis, Ala. While she was growing up, the family spent part of the year in New York and part in New Orleans, where they stayed in a boardinghouse owned and run by her father’s sisters. Hellman attended New York University but left without a degree to work as a manuscript reader for the publishing house Boni and Liveright. Hellman began writing short stories, although she was not successful in publishing them. In 1930, Hellman moved with her husband to Hollywood where she met and became involved with the mystery writer Dashiell Hammett. Although their relationship was rocky, it continued until his death in 1961. Hammett strongly influenced her writing, critiquing draft versions of her writing efforts. </p>
<p>Hellman divorced her husband, and moved with Hammett to New York, where she worked as a script reader for a Broadway producer and began writing plays. Her first play to be produced, <em>The Children's Hour</em>, opened on Broadway in 1933. In 1935, Hellman returned to Hollywood as a screenwriter for MGM. Until the 1950s, she lived and worked in both New York and Hollywood and wrote both plays and screenplays. Hellman was active in leftist political causes. In 1952, she was accused of being a Communist and subpoenaed to appear before the U.S. Congress House Un-American Activities Committee. Fearing that an open discussion of her own activities would force her to name others, Hellman pled the Fifth Amendment. She was blacklisted and could no longer write for Hollywood, although she continued to write plays, some of which she also directed. In the late 1960s, Hellman ceased writing plays and began writing her memoirs, one of which, <em>Scoundrel Time</em>, was her version of the events of the McCarthy era.  A chapter from another of her memoirs, <em>Pentimento</em>, was made into the motion picture <em>Julia</em>."
"Paul Hemphill (February 18, 1936&ndash;July 11, 2009)",https://apps.lib.ua.edu/blogs/this-goodly-land/wp-content/themes/this-goodly-land/images/hemphpa.jpg,"Paul Hemphill was born and grew up in Birmingham, Ala. He wanted to become a professional baseball player after high school but wasn't signed by the team for which he tried out. He enrolled at Alabama Polytechnic Institute (now Auburn University) and soon discovered that he had a talent for writing, becoming the sports editor of the school newspaper. In 1958, Hemphill had a summer internship in the sports department of <em>The Atlanta Constitution</em> and was hired as a sportswriter for <em>The Birmingham News</em>. He graduated from API with a BA in 1959. Two years later, Hemphill had just accepted a public relations job at Florida State University when he was called to active duty in the Alabama Air National Guard. He was assigned to an air base in France where he began reading books during his free time. He returned to his job at FSU in 1962. The following year, Hemphill reentered journalism, working for <em>The Augusta Chronicle</em>, <em>The Tampa Times</em>, <em>The Atlanta Times</em>, and <em>The Atlanta Journal</em>. </p>
<p>In 1968, Hemphill won a Neiman fellowship for journalists and spent a year at Harvard University where he began writing a book on country music. In the fall of 1969, he resigned from <em>The Atlanta Journal</em> to complete this book, <em>The Nashville Sound</em>, which was published in 1970. Hemphill began writing for magazines on a freelance basis and moved to St. Simon’s Island, Ga., to live and write. When his marriage ended in divorce, he moved to Tallahassee, Fla., where he taught at Florida A & M University. In the spring of 1976, Hemphill moved briefly to San Francisco to write for <em>The San Francisco Examiner</em> but returned to Atlanta the following year. A baseball novel he had begun in San Francisco, <em>Long Gone</em>, was published in 1979 and made into an HBO cable movie in 1987. Hemphill based his memoir, <em>Leaving Birmingham</em>, published in 1993, on an essay about his father which had appeared in <em>The New York Times Magazine</em>. He has published several collections of his newspaper columns, as well as novels and nonfiction books. Hemphill lives and writes in Atlanta."
