Pub_date,Topics,Title,Author,Publisher,Language,Description,Access_restricted,Added_date,Pdf_link,TXT_link,ISBN
2016-11-12,librivox,The Novels of Jane Austen,George Henry Lewes,#Null,#Null, Read in English by Barbara Baker,#Null,2016-11-12 00:38:56,/download/novelsofjaneausten_1611_librivox/novels_jane_austen_lewes_1611_hocr.html,/download/novelsofjaneausten_1611_librivox/novels_jane_austen_lewes_1611_abbyy.gz,[]
2007,"Authors, English -- Biography",Literary genius : 25 classic writers who define English & American literature,#Null,Philadelphia : Paul Dry Books,English,Includes bibliographical references,true,2019-10-29 13:04:51,#Null,#Null,"['9781589880399', '1589880390', '9781589880351', '1589880358']"
2015,"Eliot, George, 1819-1880 -- Fiction",Sophie and the Sibyl : a Victorian romance,"Duncker, Patricia, 1951- author","Rearsby, Leicester : WF Howes Ltd",English,"Berlin, September 1872. The Duncker brothers, Max and Wolfgang, own a thriving publishing business in the city. Clever, irresponsible Max is as fond of gambling and brothels as the older, wiser, Wolfgang is of making a profit. When Max's bad habits get out of hand, Wolfgang sends him to the Spa town of Homburg, to dance attendance upon a celebrity author - the enigmatic Sibyl, also known as George Eliot. As enthralling and intelligent as her books, she soon has Max bewitched. Yet Wolfgang has an ulterior motive: for his brother to consider Sophie von Hahn, daughter of a wealthy family friend, as a potential wife",true,2020-08-20 22:07:48,#Null,#Null,"['9781471297120', '1471297128']"
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
2007,Vrouwelijke auteurs,Vrouwen die schrijven leven gevaarlijk,"Bollmann, Stefan, 1958-",Amsterdam : Amsterdam University Press,Dutch,"Iconografie van schrijvende vrouwen met portretten, van de middeleeuwen tot nu. Besproken worden o.a. Hildegard von Bingen, Jane Austen, Colette, Virginia Woolf, de gezusters Brontë, George Sand, Doris Lessing, Marguerite Duras, Zeruya Shalev, Isabelle Allende, Simone de Beauvoir, George Eliot, Sylvia Plath, Christine de Pizan, Madeleine de Scudéry, Mary Wollstonecraft, Germaine de Staël, Rahel Varnhagen, Bettina von Arnim, Jane Austen, Božena Nemcová, Harriet Beecher-Stowe, Johanna Spyri, Beatrix Potter, Selma Lagerlöf, Astrid Lindgren, Colette, Miles Franklin, Karen Blixen, Else Lasker-Schüler, Milena Jesenská, Anna Achmatova, Agatha Christie, Erika Mann, Ingeborg Bachmann, Elsa Morante, Irène Némirovsky, Anne Frank, Lilli Jahn, Dorothy Parker, Carson McCullers, Marguerite Yourcenar, Anaïs Nin, Françoise Sagan, Paula Fox, Toni Morrison, Assia Djebar en Arundhati Roy. Verscheen oorspronkelijk in het Duits (2006)",true,2021-09-15 13:27:48,#Null,#Null,"['9789053569689', '9053569685', '9789061537915', '9061537916']"
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
1998,Personages,"Scenes of reading : transforming romance in Bronte, Eliot, and Woolf","Cervetti, Nancy, 1947-",New York : P. Lang,English,"This book combines biography, literature, and cultural and feminist theory to examine the radical critiques of patriarchy performed by Charlotte Bronte, George Eliot, and Virginia Woolf in Jane Eyre, Villette, The Mill on the Floss, The Voyage Out, and Orlando",true,2020-01-09 15:06:25,#Null,#Null,[]
2000,Religion and science -- History -- 19th century,God's funeral : a biography of faith and doubt in western civilization,"Wilson, A. N., 1950-",New York : Ballantine Books;,English,"In the course of the nineteenth century, the idea of God became unknowable and then impossible. The author had wittily but devastatingly kicked away the logical underpinnings of Christian theology a hundred years before; Nietzsche then declared God dead; and Thomas Hardy, through his poetry, presided glumly over his funeral",true,2018-06-09 22:47:33,#Null,#Null,[]
2005,Young women,Pinkerton's sister,"Rushforth, Peter, 1945-2005",San Francisco : MacAdam/Cage,English,"The madwoman in the attic -- The shape of the clouds -- The wicked shadows
",true,2010-07-21 15:56:47,#Null,#Null,['pinkertonssister00rush']
2017-04-02,librivox,Short Poetry Collection 166,Various,#Null,#Null," This is a collection of 36 poems read in English by LibriVox volunteers for March 2017. It includes:
",#Null,2017-04-02 01:18:45,/download/spc166_1704_librivox/spc166_hocr.html,/download/spc166_1704_librivox/spc166_abbyy.gz,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
1992,"English fiction -- History and criticism -- Theory, etc",Crisis-consciousness and the novel,"Hollahan, Eugene",Newark : University of Delaware Press ; London : Associated University Presses,English,"This book examines the emergence of modern consciousness as consciousness develops historically in one cultural form: prose fiction narrative. The book represents a critical history of crisis, arguably the most characterizing single word in the modern world and a major figuration or trope. Eugene Hollahan has studied the history of this important word within the development of the English-language novel, from Samuel Richardson to Saul Bellow. After establishing a heuristic model for such a critical history, Hollahan tracks the word (characterized by George Eliot in Felix Holt, the Radical as a ""great noun"") through two-and-a-half centuries of narratives by major novelists, with contextualizing excursions into discourses in related fields such as autobiography, philosophy, theology, and social science. Hollahan contextualizes his study of English-language narrative fiction by examining the writings of crisis-rhetoricians in the eighteenth century (Thomas Paine), nineteenth century (Thomas Carlyle, J.S. Mill, and J.H. Newman), and twentieth century (Karl Barth, Edmund Husserl, T.S. Kuhn, and Richard M. Nixon). Such varied and powerful crisis-rhetorics establish a matrix of language and ideas for the crisis-centered novels Hollahan surveys. These novels include major works by Samuel Richardson, Walter Scott, Jane Austen, George Eliot, George Meredith, George Gissing, George Moore, D.H. Lawrence, E.M. Forster, James Joyce, Lawrence Durrell, Robert Coover, and Saul Bellow. Hollahan's description of the crisis-trope interfaces with various critical issues such as canonical inclusion, reader response, and deconstruction. On the whole, his book acknowledges current critical issues but endeavors to remain basically a critical history. It attempts to demonstrate that the crisis-riddled modern world and the crisis-conscious novel are analogous and coeval. Crisis begins as Aristotle's term for logical plot structuring, becomes Longinus's term for emotional exacerbation, and eventually enters into a variety of critical and narrative formulations: Matthew Arnold's cultural centrality, Henry James's existential aestheticism, Lawrence's self-defining sexuality, Marshall Brown's revolutionary turning point, Paul de Man's error-ridden criticism, Floyd Merrell's cut into the primordial flux, Durrell's reborn self, and Bellow's analysis of hysterical escapism. Broadly speaking, Hollahan argues that any crisis-trope will enable or even necessitate a unique confluence of writerly and readerly skills. In Louis Lambert, Balzac urged: ""What a wonderful book one would write by narrating the life and adventures of a word."" The story Hollahan narrates fulfills Balzac's expectations as it depicts writer after writer working out influential representations of human life in terms of crisis-consciousness centering upon George Eliot's ""great noun"" crisis. Historically, Hollahan demonstrates, such consciousness comes to define modern humanity",true,2020-08-11 07:51:12,#Null,#Null,"['0874134455', '9780874134452']"
1995,Women in opera,"En travesti : women, gender subversion, opera",#Null,New York : Columbia University Press,English,Includes bibliographical references and index,true,2022-02-10 07:06:21,#Null,#Null,"['0231102682', '0231102690']"
2005,Young women -- Fiction,Pinkerton's sister,"Rushforth, Peter, 1945-2005",San Francisco : MacAdam/Cage,English,"A sprawling stream-of-conscious novel set primarily in the head of Alice Pinkerton at the dawn of the twentieth century. Alice isn't yet ready for the new age; she's a vestige of Victorian times, a ""madwoman"" living on the third floor (not in the attic, she insists) of her family's home. ""No one was as close to her as words on a page,"" Alice muses, and indeed, she relates more to characters from the novels of George Eliot, Charlotte Bronte, and Charles Reade than to the people who surround her, especially the thoroughly modern socialite Mrs. Albert Comstock, who represents everything Alice hates. Alice's doctor, who seeks to cure her of her ""malady,"" proclaims, ""Imagination is an impediment to progress."" For Alice, there's no more chilling sentiment",true,2020-12-11 09:24:00,#Null,#Null,[]
1998,Fiction -- History and criticism,The novel : language and narrative from Cervantes to Calvino,"Brink, André P. (André Philippus), 1935-2015",New York : New York University Press,English,Includes bibliographical references (pages 330-368) and index,true,2018-06-20 00:01:15,#Null,#Null,"['0814713300', '9780814713303']"
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
2017-04-12,librivox,The House of Cobwebs and Other Stories,George Gissing,#Null,#Null, Read in English by Kirsten Wever,#Null,2017-04-12 19:43:15,/download/houseofcobwebs_1704_librivox/house_cobwebs_1704_hocr.html,/download/houseofcobwebs_1704_librivox/house_cobwebs_1704_abbyy.gz,[]
2016-06-19,librivox,Middle Age Enthusiasms,Thomas Hardy,#Null,#Null,"This was the Weekly Poetry project for JUne 12, 2016.",#Null,2016-06-19 10:50:02,/download/middle_age_enthusiasms_1606.poem_librivox/middle_age_1606_hocr.html,/download/middle_age_enthusiasms_1606.poem_librivox/middle_age_1606_abbyy.gz,[]
1992-03,ERIC Archive,ERIC ED350602: Austen and Eliot: A Change in Teaching Approach.,ERIC,#Null,English,#Null,#Null,2014-10-27 06:04:30,/download/ERIC_ED350602/ERIC_ED350602.pdf,/stream/ERIC_ED350602/ERIC_ED350602_djvu.txt,[]
2021-03-30,librivox,The Vicissitudes of Bessie Fairfax,Harriet Parr,#Null,#Null, Read by LibriVox Volunteers,#Null,2021-03-30 23:19:40,/download/vicissitudesofbessiefairfax_2103_librivox/vicissitudes_2104_itemimage.jpg,/download/vicissitudesofbessiefairfax_2103_librivox/vicissitudes_2104_chocr.html.gz,[]
1994,Fiction -- 19th century -- History and criticism,Dark mirror : the sense of injustice in modern European and American literature,"Sterne, Richard Clark, 1927-",New York : Fordham University Press,English,Includes bibliographical references (pages 263-272) and index,true,2020-08-18 06:01:03,#Null,#Null,"['0585146985', '9780585146980']"
2012,Triangles (Interpersonal relations),The marriage plot,"Eugenides, Jeffrey",New York : Picador,English,"Madeleine Hanna breaks out of her straight-and-narrow mold when she falls in love with charismatic loner Leonard Bankhead, while at the same time an old friend of hers resurfaces, obsessed with the idea that Madeleine is his destiny",true,2012-12-19 18:39:19,#Null,#Null,['marriageplotnove00jeff']
2015-11-03,librivox,Good Cheer Stories Every Child Should Know,Asa Don Dickinson,#Null,#Null,Read in English by kyegrayson; Taysha Lynn; Crystal Rogers; Lois Beachy Yoder; Bekaroo; Michele Fry; Mike Justice; Maria Kasper; Nancee Cline; Georgann Fennell; Lynne Thompson; Janaketch; John Kooz; Beth Thomas; Lydia; Joyfull; Eleanor Howard; anjpatel,#Null,2015-11-03 01:53:20,/download/goodcheerstories_1511_librivox/goodcheerstories_1511_hocr.html,/download/goodcheerstories_1511_librivox/goodcheerstories_1511_abbyy.gz,[]
1995,Methodist Church -- Lay ministry -- History,Workaday preachers : the story of Methodist local preaching,#Null,Peterborough : Methodist Pub. House,English,Includes bibliographical references (pages 339-344) and index,true,2021-03-21 14:14:51,#Null,#Null,"['1858520630', '9781858520636', '1858520584', '9781858520582']"
2003,Ireland,James Joyce and the revolution of the word,"MacCabe, Colin",New York : Palgrave,English,"""This second edition of Colin MacCabe's acclaimed James Joyce and the Revolution of the Word reprints a classic critical text on Joyce and adds a wealth of new material which places the text in its political and historical context. This new edition reflects on the way in which the original analysis grew out of the politics and culture of the late 1960s. In addition, new material makes clear Joyce's relation to the literary canon and elaborates more clearly a non-representational theory of realism.""--Jacket",true,2020-03-14 04:01:10,#Null,#Null,[]
1992,English literature -- Women authors -- History and criticism,Femininity to feminism : women and literature in the nineteenth century,"Gorsky, Susan Rubinow",New York : Twayne ; Toronto : Maxwell Macmillan Canada ; New York : Maxwell Macmillan International,English,"The nineteenth century, a period marked by intense social, economic, and intellectual ferment, spawned the creation of lively and varied literary works by women. The writings of artists who were also social commentators--the Bronte sisters, Jane Austen, Harriet Martineau, George Eliot, Harriet Beecher Stowe, Kate Chopin--to name only a few--provide a vivid portrait of a tumultuous century. Most literary histories of the period have highlighted men's interpretations of the events and issues of the time, and have focused primarily on the public (and therefore predominantly male) social sphere. The facts of women's experience in this century, and of their increasingly public struggle to define themselves as whole and independent beings, has not been thoroughly examined in relation to their literary creation. In Femininity to Feminism, Susan Rubinow Gorsky combines social history research--including statistics about family life, women's education, and women in the work force--with an examination of the way these issues are presented in literature by and about women. Gorsky's work illuminates women's lives and writings in relation to the cultural attitudes that influenced their creation. Focusing on the intensity of women's struggle to find their own literary and political voices and to be heard in the public sphere, Gorsky traces the emergence of a shared self-consciousness that began to express itself in literary and social resistance to patriarchy. Her study looks at both male and female writers, examining works by such prominent authors as Charles Dickens, George Eliot, and Louisa May Alcott, as well as by Charlotte Yonge, Sarah Grand, Elizabeth Stuart Phelps, and Elizabeth Gaskell--authors popular at the time but rarely read in the twentieth century--to provide a complete, balanced, and accurate portrait of how women's experience was utilized and transformed for literary purposes. The volume is foreworded by noted feminist scholar Nancy Walker. A lively, accessible, and thoroughly informed study of women's history and literature in the nineteenth century, Femininity to Feminism provides an enriching synthesis of the social and literary issues affecting women of the time",true,2020-10-01 13:04:23,#Null,#Null,"['0805789758', '9780805789751', '0805789782', '9780805789782']"
2012,Women college students -- Fiction,The marriage plot,"Eugenides, Jeffrey, author",London : Fourth Estate,English,"Madeleine Hanna was the dutiful English major who didn't get the memo. While everyone else in the early 1980s was reading Derrida, she was happily absorbed with Jane Austen and George Eliot: purveyors of the marriage plot that lies at the heart of the greatest English novels. Madeleine was the girl who dressed a little too nicely for the taste of her more Bohemian friends, the perfect girlfriend whose college love life, despite her good looks, hadn't lived up to expectations. But now, in the spring of her senior year, Madeleine has enrolled in a semiotics course ""to see what all the fuss is about,"" and, for reasons that have nothing to do with school, life and literature will never be the same. Not after she falls in love with Leonard Morton - charismatic loner, college Darwinist, and lost Oregon boy resurfaces in her life, obsessed with the idea that Madeleine is destined to be his mate",true,2021-06-30 13:01:07,#Null,#Null,[]
1996,English literature -- 19th century -- History and criticism,Victorian identities : social and cultural formations in nineteenth-century literature,#Null,"Houndmills, Basingstoke, Hampshire : Macmillan Press ; New York : St. Martin's Press",English,Includes bibliographical references (pages 233-245) and index,true,2020-07-23 09:02:42,#Null,#Null,"['0333638867', '9780333638866', '0312128509', '9780312128500']"
2002,"National characteristics, English",Albion : the origins of the English imagination,"Ackroyd, Peter, 1949-",London : Chatto & Windus,English,"Covers the whole of English cultural history from the Anglo-Saxon period to the present day--from the Venerable Bede through English myths such as the legends about King Arthur and Albion to C.S. Lewis; from Chaucer through Spenser to George Eliot; from the English mystics through the philosopher Locke to Iris Murdoch; from Purcell through Elgar to Michael Tippett; from Hogarth through Constable to Turner; from mystery plays through Shakespeare to music hall. Ackroyd's favourite themes are here: the visionary poetry of Blake, the theatrical novels of Dickens, the humanism of Thomas More--and there are also explorations of forgery and plagiarism, Romanticism, artificiality, farce and pantomime, assimilation and energy.--From publisher description",true,2020-12-10 11:17:36,#Null,#Null,"['1856197212', '9781856197212']"
1996,"Woolf, Virginia, 1882-1941 -- Criticism and interpretation",Virginia Woolf : the common ground : essays by Gillian Beer,"Beer, Gillian","Ann Arbor, Mich. : University of Michigan Press",English,"Eminent feminist critic Gillian Beer's work on Woolf, George Eliot, and Victorian scientific discourse is well known and admired.In Virginia Woolf: The Common Ground, Beer's essays on Woolf are brought together for the first time in a single volume. Through her close investigative textual readings, she demonstrates how Woolf's conceptualizations of history and narrative are intimately bound up with her ways of thinking about women, writing, and social and sexual relations. This is demonstrated through precise, detailed configurations, setting Woolf alongside texts both contemporary and distant, scientific and literary, with the effect that Woolf's writing is illuminated in entirely new and unexpected contexts. Virginia Woolf: The Common Ground is a compelling collection for students, scholars, and Woolf devotees alike",true,2019-05-18 11:36:26,#Null,#Null,[]
1994,English fiction -- 19th century -- History and criticism,"English fiction of the Victorian period, 1830-1890","Wheeler, Michael, 1947-",London ; New York : Longman,English,"Part of the ""Longman Literature in English"" series, the second edition of this text introduces the reader to the great variety of novelists, genres and sub-genres that characterize Victorian fiction. This new edition has new material on lesser-known writers as well as an updated bibliography",true,2020-01-02 04:35:21,#Null,#Null,"['0582088437', '9780582088436']"
2018-05-19,librivox,Moods,Louisa May Alcott,#Null,#Null, Read in English by Laura Riley; JayFoxe; Kathleen Moore; Lynda Marie Neilson; Jeni McCann; cathicol; Corrinne LePage; Sherri Lothridge,#Null,2018-05-19 18:56:03,/download/moods_1805_librivox/moods_1805_hocr.html,/download/moods_1805_librivox/moods_1805_abbyy.gz,[]
1994,Biography -- Miscellanea,100 women who shaped world history,"Rolka, Gail Meyer","San Francisco, CA : Bluewood Books",English,"Provides capsule views of 100 outstanding women who changed the course of world history, beginning with Queen Makare Hatshepsut and concluding with Rigoberta Menchu",true,2018-12-28 05:12:56,#Null,#Null,[]
2014-01-04,librivox,Little Journeys to the Homes of Good Men and Great,Elbert Hubbard,#Null,#Null,Read in English by Mike Pelton; Lynne Thompson; Garth Burton; ToddHW; Luke Sartor; KHand; Denise Nordell; Erin Schellhase; TriciaG.,#Null,2014-01-04 14:49:06,/download/littlejourneys_homesofthegreat_vol1_1401_librivox/littlejourneysgoodmen_1406_hocr.html,/download/littlejourneys_homesofthegreat_vol1_1401_librivox/littlejourneysgoodmen_1406_abbyy.gz,[]
#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,#Null,[]
2010,Authors -- Biography,The 100 most influential writers of all time,#Null,"New York, NY : Britannica Educational Pub. in association with Rosen Educational Services",English,Includes bibliographical references (p. 332-333) and index,true,2020-10-09 13:01:58,#Null,#Null,"['9781615300051', '1615300058']"
2021-07-06,librivox,The Noble Heart,George Henry Lewes,#Null,#Null, Don Gomez De La Vega ,#Null,2021-07-07 02:09:04,/download/nobleheart_2107_librivox/NobleHeart_2107_itemimage.jpg,/download/nobleheart_2107_librivox/NobleHeart_2107_chocr.html.gz,[]
2004,"Malone, Nancy M",Walking a literary labyrinth : a spirituality of reading,"Malone, Nancy M",New York : Riverhead Books,English,"Reflecting on her own reading life, Nancy Malone examines the role that reading plays in defining ourselves. Throughout, she likens the experience of reading to walking a labyrinth, itself a metaphor for our journeys through life. The paths within the labyrinth are not straight, but winding, and in the end, it is not the small circle in the center that defines the self, but the whole grand design of the labyrinth-every experience, every person we meet, and every book we read-that makes us who we are. Malone draws from diverse sources, both spiritual and secular-Augustine, George Herbert, George Eliot, Franz Kafka, Rainer Maria Rilke, Virginia Woolf, Paul Tillich, Elie Wiesel, James Agee, E.E. Cummings, Tom Wolfe, Patrick O'Brien, Nadine Gordimer, Margaret Atwood and Sue Grafton, to name a few. The author's analysis of influential books covers a broad range of subjects, including childhood reading; books as sacred objects; reading and social responsibility; ""dangerous"" reading (that challenges us to examine our prejudices and beliefs); poetry; and erotic literature. The book includes a bibliography to inspire readers to seek out the unfamiliar or return to old favorites. In Walking a literary labyrinth, Malone invites readers of all religious traditions, or none, to consider the influence of reading in their own lives
",true,2011-09-02 15:10:44,#Null,#Null,"['1594480028', '9781594480027']"
2009,Literature -- History and criticism,Beowulf on the beach : what to love and what to skip in literature's 50 greatest hits,"Murnighan, Jack",New York : Three Rivers Press,English,Includes bibliographical references (p. 367-369) and index,true,2020-12-17 17:04:09,#Null,#Null,"['9780307409577', '0307409570']"
2009,Authors -- Biography,"The literary 100 : a ranking of the most influential novelists, playwrights, and poets of all time","Burt, Daniel S","New York, NY : Facts on File",English,"Here is the revised and expanded edition of Daniel S. Burt's assessment of the 100 most influential novelists, playwrights, and poets of all times and cultures--now with 25 additional entries and some reassessments as well as 25 new black-and-white photographs and illustrations. All of the writers selected have helped to redefine literature, establishing a standard with which succeeding generations of writers and readers have had to contend. The ranking attempts to discern, from the broadest possible perspective, what makes a literary artist great and how that greatness can be measured and compared. Each profile distills the essence of the writer's career and character to help prompt consideration of literary merit and relationships by the reader",true,2020-12-11 03:09:17,#Null,#Null,[]
1994,ERIC Archive,"ERIC ED392060: Changing Perceptions in ""Adam Bede.""",ERIC,#Null,English,#Null,#Null,2015-12-12 17:39:40,/download/ERIC_ED392060/ERIC_ED392060_jp2.zip,/stream/ERIC_ED392060/ERIC_ED392060_djvu.txt,[]
1996,English fiction -- 19th century -- History and criticism,Is Heathcliff a murderer? : puzzles in nineteenth-century literature,"Sutherland, John, 1938-",Oxford ; New York : Oxford University Press,English,"In Is Heathcliff a Murderer? (well, is he?) John Sutherland investigates thirty-four conundrums of nineteenth-century fiction. Applying these 'real world' questions to fiction is not in any sense intended to catch out the novelists who are invariably cleverer than their most defectively inclined readers. Typically, one finds a reason for the seeming anomaly. Not blunders, that is, but unexpected felicities and ingenious justifications. In Is Heathcliff a Murderer? John Sutherland, recently described by Tony Tanner as 'a sort of Sherlock Holmes of literature', pays homage to the most rewarding of critical activities, close reading and the pleasures of good-natured pedantry",true,2020-07-01 02:02:10,#Null,#Null,"['019282516X', '9780192825162']"
2001,Women -- Biography,The 100 most influential women of all time : a ranking past and present,"Felder, Deborah G",New York : Citadel Press,English,Includes bibliographical references (pages 357-364) and index,true,2018-11-29 06:37:07,#Null,#Null,[]
2015,Civilization,"A London year : 365 days of city life in diaries, journals and letters",#Null,London : Frances Lincoln,English,"A London Year is an anthology of short diary entries, one or more for each day of the year, which, taken together, provides an impressionistic portrait of life in the city from Tudor times to the twenty-first century. There are more than two hundred featured writers, with a short biography for each. The most famous diarist of all - Samuel Pepys - is there, as well as some of today's finest diarists like Alan Bennett and Chris Mullin. There are coronations and executions, election riots and zeppelin raids, duels, dust-ups and drunken sprees, among everyday moments like Brian Eno cycling in Kilburn or George Eliot walking on Wimbledon Common. Vividly evoking moments in the lives of Londoners in the past, providing snapshots of the city's inhabitants at work, at play, in pursuit of money, sex, entertainment, pleasure and power, A London Year is a beautifully packaged gift hardback with foil detailing on the jacket, a ribbon marker and black and white illustrations throughout. The perfect book for all who live in or love this eternal, ever-changing city. Presented as a dust-jacketed hardback with foil detailing on the title, and with a ribbon marker, A London Year is a beautiful as well as engrossing book to dip into everyday for a snapshot of London life through seasons, and throughout history. A perfect gift",true,2021-05-01 09:00:55,#Null,#Null,"['9780711235649', '0711235643']"
1990,Bereavement,Poems of inspiration and comfort,RH Value Publishing,New York : Avenel Books : Distributed by Crown Books,English,"This book is a collection of English and American poems that are inspirational and comforting in nature
",true,2013-04-01 13:49:21,#Null,#Null,[]
1996,English poetry,British women poets of the 19th century,"Higonnet, Margaret R","New York, N.Y. : Meridian",English,"Anna Dodsworth (1740-1801) -- Anna Laetitia Barbauld (1743-1825) -- Elizabeth Moody (d. 1814) -- Charlotte Smith (1749-1806) -- Ann Yearsley (1752-1806) -- Frances O'Neill (fl. 1785) -- Jane West (1758-1852) -- Mary Robinson (1758-1800) -- Elizabeth Hands (fl. 1789) -- Helen Maria Williams (1762-1827) -- Joanna Baillie (1762-1851) -- Carolina, Baroness Nairne (1766-1845) -- Charlotte Nooth (fl. 1800) -- Dorothy Wordsworth (1771-1855) -- Christian Milne (b. 1773; d. after 1816) -- Mary Matilda Betham (1776-1852) -- Jane Taylor (1783-1824) -- Lady Caroline Lamb (1785-1828) -- Caroline Bowles (1786-1854) -- Felicia Hemans (1793-1835) -- Janet Hamilton (1795-1873) -- Letitia Elizabeth Landon (1802-1838) -- Elizabeth Barrett Browning (1806-1861) -- Frances Anne Kemble (1809-1893) -- Charlotte Bronte (1816-1855) -- Emily Jane Bronte (1818-1848) -- George Eliot (1819-1880) -- Jean Ingelow (1820-1897) -- Anne Bronte (1820-1849) -- Dora Greenwell (1821-1882) -- Christina Georgina Rossetti (1830-1894) -- Emily Jane Pfeiffer (1827-1890) -- Augusta Webster (1837-1894) -- Mathilde Blind (1841-1896) -- Violet Fane (1843-1905) -- Michael Field (pseud. of Katherine Harris Bradley, 1846-1914 and Edith Emma Cooper, 1862-1913) -- Alice Christiana Gertrude Meynell (1847-1922) -- Toru Dutt (1856-1877) -- Jane Barlow (1857-1916) -- Agnes Mary Frances Robinson (1857-1944) -- Dollie Radford (1858-1920) -- Edith Nesbit (1858-1924) -- Rosamund Marriott Watson (1860-1911) -- Mary Elizabeth Coleridge (1861-1907) -- Caroline Fitz Gerald (fl. 1889) -- Amy Levy (1861-1889) -- May Kendall (1861-1943) -- Charlotte Mew (1870-1928)
",true,2012-04-03 14:34:09,#Null,#Null,[]
1990,"Bakhtin, M. M. (Mikhail Mikhaĭlovich), 1895-1975 -- Influence",After Bakhtin : essays on fiction and criticism,"Lodge, David, 1935- author",London ; New York : Routledge,English,"""If the 1960s was the decade of structuralism, and the 1970s the decade of deconstruction, then the 1980s have been dominated by the discovery and dissemination of Mikhail Bakhtin's work. Now widely regarded as one of the most important thinkers of the twentieth century, the Russian writer Mikhail Bakhtin was silenced by political censorship and persecution for most of his life. In 'After Bakhtin' David Lodge sketches Bakhtin's extraordinary career, and explores the relevance of his ideas on the dialogic nature of language, on the typology of fictional discourses and on the carnivalesque - to the writings of authors as diverse as George Eliot, James Joyce, D.H. Lawrence, Elizabeth Gaskell, Jane Austen, Henry James, Rudyard Kipling and Lian Kundera - illustrative of the development of the novel in its classic, modernist and post-modernist phases. Two final essays reflect on the current state of academic criticism.""--Publisher's summary",true,2021-10-27 09:06:23,#Null,#Null,[]
2015,English essays,Note Book,"Nunokawa, Jeff, 1958- author","Princeton, New Jersey ; Woodstock, Oxfordshire : Princeton University Press",English,"""The hunger for a feeling of connection that informs most everything I've written flows from a common break in a common heart, one I share with everyone I've ever really known.""--Note BookEvery single morning since early 2007, Princeton English professor Jeff Nunokawa has posted a brief essay in the Notes section of his Facebook page. Often just a few sentences but never more than a few paragraphs, these compelling literary and personal meditations have raised the Facebook post to an art form, gained thousands of loyal readers, and been featured in the New Yorker. In Note Book, Nunokawa has selected some 250 of the most powerful and memorable of these essays, many accompanied by the snapshots originally posted alongside them. The result is a new kind of literary work for the age of digital and social media, one that reimagines the essay's efforts, at least since Montaigne, to understand our common condition by trying to understand ourselves. Ranging widely, the essays often begin with a quotation from one of Nunokawa's favorite writers--George Eliot, Henry James, Gerard Manley Hopkins, W.H. Auden, Robert Frost, or James Merrill, to name a few. At other times, Nunokawa is just as likely to be discussing Joni Mitchell or Spanish soccer striker Fernando Torres. Confessional and moving, enlightening and entertaining, Note Book is ultimately a profound reflection on loss and loneliness--and on the compensations that might be found through writing, literature, and connecting to others through social media",true,2021-11-24 17:08:49,#Null,#Null,[]
2004,"Civilization, Western",Western civilization. Volume II : primary source reader,"McLean, Megan","Princeton, N.J. : Recording for the Blind & Dyslexic",English,Includes bibliographical references,true,2018-02-05 12:52:53,#Null,#Null,[]
2002,Humour collections & anthologies,A book of bliss : thoughts to make you smile,Sourcebooks,"Naperville, Ill. : Sourcebooks",English,#Null,true,2013-03-22 14:11:59,#Null,#Null,"['1570719667', '9781570719660']"
2004,"Civilization, Western -- History -- Sources",Western civilization. Volume II : primary source reader,None,"Princeton, N.J. : Recording for the Blind & Dyslexic",English,"The primary source documents compiled in this volume are intended to accompany and supplement the narrative treatment of themes that most Western civilization textbooks provide. these sources were chosen give voice to individuals who observed first hand the birth and evolution of Western civilization. The observations recorded in these documents bring to life the social, cultural, economic, and political trends that have shaped the course of Western civilization by giving students insight into how diverse individuals participated in and reacted to these transformations.-Introd",true,2018-11-08 07:09:07,#Null,#Null,['9780072837230']
