Date,Time,Name,URL,Description,AddressInfo,StreetAddress,PlaceName,,,locality,postalCode
"Tue, August 23, 2022",6:30 PM – 8:30 PM PDT,UpHonest Capital & OnePiece Labs - Meet the Investors Drinks - in SF,https://www.eventbrite.com/e/uphonest-capital-onepiece-labs-meet-the-investors-drinks-in-sf-tickets-400380407577?aff=ebdssbdestsearch,"Uphonest Capital and OnePiece Labs host drinks and networking for crypto, web3, metaverse  and blockchain founders.About UpHonest CapitalUpHonest Capital is a sector agnostic early stage VC based in Silicon Valley. Our thesis is using our cross border network and information arbitrage to invest in tech driven founders in the U.S. and China. We invest in Seed, Pre-A, and Series A stages and many of our portfolio companies go on to receive later stage investments from Sequoia, Accel, a16z and others. Across three funds currently we have invested over 400 portfolio companies including Checkr, Boom, Astranis, Rippling, Turing etc.   We have the overseas vision and active innovative ecosystem, which integrates high-quality entrepreneur community, innovation events, media&communication coverage, and entrepreneurship education. We are here to help and support game changers for the big greatness.## 1️⃣OnePiece- `OnePiece Ventures` is an early-stage crypto fund, managing $20M. We have made over 30 Web3 investments to date.- `OnePiece Labs`is a Web3 focused incubator working with founders building amazing companies.Join the OnePiece Labs Telegram https://t.me/+WmHNK8E1SyYwZmQxHosts KJ Partner at Uphonest Capital and OnePiece Labs https://twitter.com/KezhengJiaMurray Newlands Partner at OnePiece LabsMust be over 21 to drink alcohol Hosted by Atlas - a community of diverse backgrounds exploring blockchain technology.","San Francisco, CA 94110",3049 20th,Atlas Cafe,,,San Francisco, CA 94110
#Null,#Null,Innowise Fall Open Accelerator 12 Week Program (Hybrid Event),https://www.eventbrite.com/e/innowise-fall-open-accelerator-12-week-program-hybrid-event-tickets-391266577867?aff=ebdssbdestsearch," Innowise's mission is enabling the growth of the Global Silicon Valley by creating catalysts for entrepreneurs to launch and develop their startups into important corporations in the Age of Innovation. We bring together the most important players in the entire entrepreneurial ecosystem to catalyze innovators and their ideas.Innowise will be launching a 12 Week program starting Sept 7th and ending Nov 23rd. Throughout this program you'll receive hands-on mentorship on weekly topics. This open accelerator program is best for those are willing to put in the work to grow their business and connecting with like-minded entrepreneurs. Our open accelerator program is completely free, as Innowise believes all entrepreneurs should have access to high quality advice and knowledge.Sessions will be held weekly every Wednesday in person alternating between Werqwise's San Francisco and San Mateo locations, as well as on Linkedin Live. Week 1 will be in SF (149 New Montgomery - 4th Floor and Week 2 will be at 4 West 4th Ave. San Mateo) If you have any questions please feel free to reach out at info@innowiseinc.com.",4th floor,149 New Montgomery Street,Werqwise,,,#VALUE!,#VALUE!
"Thu, August 25, 2022",5:00 PM – 7:00 PM PDT,Sustainability Trends with AB InBev and Pelliconi,https://www.eventbrite.com/e/sustainability-trends-with-ab-inbev-and-pelliconi-tickets-390582662257?aff=ebdssbdestsearch,"Now more than ever, sustainability topics are becoming increasingly important. 50% of the emissions come from waste materials and plastic waste is expected to double by 2050 if actions are not taken. Governments and corporations are inevitably moving fast to streamline operations and avoid the worst-case scenario. and (worldwide leader of bottling technology) are hosting an industry talk focused on sustainability and circular economy in the beverage and closures industries. The talk will focus on how big corps such as  and innovative startups from Silicon Valley are tackling the problems and offering disrupting solutions for a brighter and more sustainable future., CEO of Pelliconi, Chairman at Mind the Bridge , CEO at Mind the Bridge, General Manager at Pelliconi, Global Director Packaging Sustainability at AB InBev , Global Manager Beer Garage at AB InBev , Corporate Innovation and R&D Manager at Pelliconi and Business Manager at P-ink, Head of Strategic Partnerships at , Co-Founder at  , CEO & Founder at , Global R&D Sustainability Manager at AB InBev	Founded in Bologna (Italy) in 1939 as ""Ditta Angelo Pelliconi"" (DAP), specialized in the production of crown corks, Pelliconi is a world leader in the field of metal, and plastic closures for the food&beverage industry. As of today, it has six production plants spread over 4 continents (Italy, Egypt, the US, and China) plus five international commercial branches. Pelliconi currently produces over 30 billion caps and employs about 600 people worldwide, with total revenue of about 190 million USD (2021).Anheuser-Busch InBev, or AB InBev, is a multinational drinks conglomerate headquartered in Belgium. It's the world's largest beer brewer by both volume and revenue, operating more than 600 beer brands in 150 countries. AB InBev Beer Garage  innovation center in Silicon Valley  serves as hub for exploration, piloting, and scaling of artificial intelligence, machine learning, cloud and data analytics, robotics, blockchain, virtual reality, and other technologies. ","San Francisco, CA 94107",450 Townsend Street,Mind the Bridge Innovation Center,,,San Francisco, CA 94107
"Tue, August 23, 2022",5:30 PM – 8:30 PM PDT,Marketing Your Business For Success & Growth,https://www.eventbrite.com/e/marketing-your-business-for-success-growth-tickets-383706655937?aff=ebdssbdestsearch,In-person and virtual option. In-person ticket includes light food. ,"San Jose, CA 95113",50 West San Fernando Street,Silicon Valley Capital Club,,,San Jose, CA 95113
"Thu, September 1, 2022",5:00 PM – 7:00 PM PDT,Scale Globally with Global Class: Book Launch Event,https://www.eventbrite.com/e/scale-globally-with-global-class-book-launch-event-tickets-388423303557?aff=ebdssbdestsearch,"Join us on September 1st to celebrate a launch of a new book authored by fellow-Scandinavian Klaus Wehage and BerkeleyHaas professor Aaron McDaniel! The event includes a panel discussion with the authors, followed by networking and a book signing.By attending the event, you’ll get the opportunity to purchase the book and get it signed by the authors. Be on time for light snacks, too! This event is co-hosted by Nordic Innovation House with the support of Business Finland, the Swedish Chamber of Commerce, and the Danish American Chamber of Commerce.Introduction to Panel discussion with leading entrepreneurs, including Danish founder and CSO Christian Bach from Netlifyand Gro Dyrnes, Chief Commercial Officer at Ivaldi GroupNetworking + book signing is the playbook that teaches you how to build global teams, manage a diverse international footprint and balance cultural differences to scale globally by focusing locally. Through case studies and insights from over 250 of the world’s fastest-growing companies, Aaron and Klaus illuminate what this new class of global businesses (“Global Class Companies”) do to succeed, the Interpreneurs™ behind this global growth, and how these remarkable international business leaders do it.From market entry to global growth,  introduces a comprehensive toolkit of practical frameworks that provide a blueprint for how to manage and scale a global business.Whether your company is just starting its global growth journey, already has an established international footprint, or you are a globally-minded professional seeking to build an international career,  is the essential playbook for reaching global scale for businesses of all sizes and stages. has over 40 endorsements including Eric Ries, Steve Blank, Alex Osterwalder, and executives from Salesforce, Google, Zoom, to name a few. Troy Malone, Head of International Expansion at Drata and fmr General Manager - Expansion at Evernote, Weebly and mmhmm, shares his take on why the Global Class book is his ‘second MBA’ when it comes to scaling internationally.","Palo Alto, CA 94301",470 Ramona Street,Nordic Innovation House,,,Palo Alto, CA 94301
"Tue, September 13, 2022",6:00 PM – 8:00 PM PDT,#Null,https://www.eventbrite.com/e/protecting-your-equity-based-compensation-in-a-recession-tickets-391981576447?aff=ebdssbdestsearch,"This workshop will teach you the fundamentals of equity-based compensation, the most important leverage for creating wealth quickly in your career and the biggest part of your income that can suffer during an economic downturn.  Being literate with the different forms of equity compensation is a critical skill for securing not only a senior title, but also being financially successful through all economic cycles.  More importantly, you will learn little-known and effective options to maximize the value of your equity compensation, whether you're joining a new company or have worked there for years.Chris Welton is a Wealth Management Advisor and Managing Director, Northwestern Mutual Silicon Valley. He grew up in Philadelphia, attended Penn Charter and thus has a great affinity for authentic Philly cheesesteaks! If anyone knows where to get one in the Bay Area, please let him know!",#460,203 Redwood Shores Parkway,Northwestern Mutual,,,#VALUE!,#VALUE!
"Thu, Oct 20, 2022, 6:30 PM –","Fri, Oct 21, 2022, 7:00 PM PDT","Pitch or attend State of Ca backed CVC, Govt& Impact Conference during TC",https://www.eventbrite.com/e/pitch-or-attend-state-of-ca-backed-cvc-govt-impact-conference-during-tc-tickets-396695325397?aff=ebdssbdestsearch,"Above is the picture of  Broadway Studios, SF’s premier venue in SF Financial District. We have rented the entire venue for our Conference. The Exhibition Hall for the Presenting cos and Sponsors is downstairs and the Conference is upstairs at the Grand Ballroom. Please scroll below for more details for Presenters, Sponsors and other Participants. Follow our landing page  for updates and check  for list of funds which participates at our events, many of whom will attend this conference. Govt’s: Pitch Global has been a satellite of State of California’s funding and Mentoring Agencies for almost 5 years and Founders in our program has gone off to raise over $ 100 m  (The State of Ca has published one of our funding success stories on one of their Agency sites where our EIR’s are mentioned..  ) and our investors have invested billions of dollars in cos. We expect Speakers from Calpers and also Advisors of sovereign Funds of leading economies. We have started working with the Advisor of India’s PMO for Founders of our eco system to get access to matching funds on a Private Public Partnership(PPP) basis and  our investor event at CES was backed by the Govt of Hungary. CVC’s: In the last couple of years, the State of Ca is funding us to build the Corporate Venture Capital (CVC) Network in Northern California by hosting high caliber CVC Thought Leadership events like this; “CVC Due Diligence& Pitch with TDK, Micron,Caltech, Hypertherm,Arca “   	   Most all CVC’s we have hosted in our educational events this year like Xerox Ventures, Micron Tech, Goodyear, Lam Research				   Cap, TDK Ventures etc and said they invest in early stages while most entrepreneurs who are looking for funding still perceive CVC’s to be for later stage.  We, at Pitch Global, want to change this perception of entrepreneurs and empower them to connect with CVC’s. Impact: Several of the EIR’s of Pitch Global are former leaders and Mentors from Singularity University(confirmed), SU Ventures(confirmed), Socap (confirmed), Nordic Impact Week (expected) and they will be leading sessions and attract other members of their eco system.  In the past, Impact was a nice to have. However, the tsunami of change unleashed in the COVID era has opened up new sources of funding like Govt Grants, matching sovereign funds etc and every startup needs to build Purpose into the DNA of their culture in order to access these emerging sources of funding. (evening of the last day of Techcrunch) is when we here from Gov representatives, Calpers,  influencers of multi-billion dollar State of Ca Grant Advisors and leaders of their Diversity initiatives etc speak along with several leaders and ultimate insiders of the Silicon Valley VC and angel world. is about Thought Leadership from CVC’s and Impact Investors. It will begin with an interview of the  CVC Head of Korea’s SK Group who will talk about his experiences making some of the largest CVC investments in USA and Silicon Valley followed by “How Founders at all stages can attract CVC’s” by Investing Director of TDK Ventures and will end with a “How to prep for CVC Funding& Partnership training” co-hosted by BOSS Capital Partners (14 exits including 2 $ 1b +).On Day 2, very selected number  of Founders will be allowed to sign up to present in 2 sessions, Tech in the first half and Lifesciences & Impact” in the 2nd half. They will also get shared Demo spaces in the Exhibition Hall area. This is unprecendented opportunity to get in front of real investors representing brand name CVC’s, VC’s and angle Funds in a very intimate environment. The attendance is capped at 500 people as that is an optimal number for building a cosy culture of trust and collaboration.   We have started working with the Advisor of India’s PMO for founders of our eco system to get access to matching funds on a Private Public Partnership (PPP) basis and have started dialogue with representatives of sovereign funds of other countries with large markets. Our Investor event at CES was backed by the Govt of Hungary and we expect to attract other EU Govts as well. 6:30PM - 7:00PM Registration and Check-in 7:00PM - 7:15PM Welcome Remarks –Mayor, other City of SF officlals (etc) 7:15PM - 7:30PM Keynote by Calpers 7:30PM - 7:50PM Advantages of the California Eco-System and the role of the State of California Agencies like SBDC –Fireside Chat conducted by in[1]fluencer of $ 1 b + State of Ca’s funding& Mentoring budget 7:50PM - 8:10PM Panel discussion on How BIPOC Founders can attract CVC’s and non-dilutive Funding from Govts. Hosted by Axel Tillmann, EIR of Pitch Global & former US CEO of Fund of Funds& Mass Challenge Board Member. Panelists: State of Chris Horton, Black Caucus Senator, Corporate Representative. 8:10PM - 8:25PM Entrepreneurship as vehicle for uplifting families and societies from poverty ---Q&A with Greg Shephard, Founder of BOSS Cap Partners Hosted by his Publisher from Forbes Magazine 8:25PM - 8:40PM How I started fund with Tim Draper—Q&A with Sasha Johnson, Founder GTS Conference, former co-founder of Draper VTB Fund & our Board member 8:40PM - 8:55PM Q&A “How to make a soft landing in Silicon Valley” Hosted by Louis Lehot, Partner of Foley Law, on with Vish Mishra, Partner Clearstone VC & Former President of TIE, largest Network of Entrepreneurs in the World 9:00PM - 11:00PM Network with Investors, Entrepreneurs and Govt officials. DAY 1 Opening Subject to Change CHECK OUR WEBSITE REGULARLY FOR FINAL AGENDA AND UPDATED SPEAKER ATTENDANCE LIST.  9:30AM - 10:00AM Registration and Check-in10:00AM - 10:20AM Keynote Q&A style chat with Hee Jung, CVC Head of SK Discov[1]ery (Holding co of SK Group of Korea) on his recent experiences in making major deals Hosted by Louis Lehot, Partner of Foley Law.10:20AM - 10:40AM How startups at all stages can attract CVC’s. ---Masterclass by Andrew Maywah, Investing Director of TDK Ventures.10:40AM - 12:30PM Startups Presents to CVC’s/VC’s/Angels –6+2 =8 mins requires purchased ticket12:30PM - 1:00PM:  Lunch Break— during lunch Q&A style keynote CVC State of the Union -- Deborah Magid, IBM Ventures interview with Jim Simmons., PG board member and Co-chair of Caltech Angels(confirmed)..1:00PM - 1:20PM : Sustainability Panel Hosted by Newton Paskin, our EIR & Ex-Singularity University & SU Ventures leader featuring CVC’s from Jetblue, Arca Continental (more expected)

1.20—1.40 PM:  How to attract investments from sovereign Funds. Interview of Advisor to India’s PMO  by Senior Executive of Kaiser Permanente with special reference to how they collaborated in India.

1:40PM - 2:00PM :  Health & Sustainability Panel TBD.2 PM - 3:00PM : Lifesciences Startups present requires purchased ticket3:20PM - 3:50PM :  Coffee Break & Training co-hosted with BOSS Cap Partners/Start[1]up Sciences3:50PM - 4:20PM : CVC and Founder Panel4:20PM - 4:40PM : Leadership Training Hosted by Randall LaVeau BOSS Startup Sciences4:40PM - 5:00PM : How I got Govt Grants ---Chat with Founder of Telemetrak and State of Ca Funded Grants Advisor5:00PM - 5:15PM : Closing keynote –Lead with a Silicon Valley Mindset. –Kaustav Chaudhuri, our EIR.(confirmed)5:15PM - 5:30PM : Interview of a Special guest about his experiences teaching Meditation at Google after which he will sing and play the guitar and then conduct closing Meditation5.30- 7 PM : Networking and No-Hosted Bar. Pitching & Sponsorship: We are open to giving discounts for Sponsorships in case of   Bank transfers.Refund Policy: Credit may be provided for a future event at the discretion of the organizerAny questions please write to :  ","San Francisco, CA 94133",435 Broadway,Broadway Studios Venue,,,San Francisco, CA 94133
"Fri, October 21, 2022",9:30 AM – 6:30 PM PDT,CVC co-hosted FREE training at State of Ca backed Conference during TC,https://www.eventbrite.com/e/cvc-co-hosted-free-training-at-state-of-ca-backed-conference-during-tc-tickets-403593778857?aff=ebdssbdestsearch,"Above is the picture of Broadway Studios, SF’s premier venue in SF Financial District. We have rented the entire venue for our Conference. The Exhibition Hall for the Presenting cos and Sponsors is downstairs and the Conference is upstairs at the Grand Ballroom. Please scroll below for more details for Presenters, Sponsors and other Participants. Follow our landing page  for updates and check  for list of funds which participates at our events, many of whom will attend this conference.Govt’s: Pitch Global has been a satellite of State of California’s funding and Mentoring Agencies for almost 5 years and Founders in our program has gone off to raise over $ 100 m (The State of Ca has published one of our funding success stories on one of their Agency sites where our EIR’s are mentioned.. ) and our investors have invested billions of dollars in cos. We expect Speakers from Calpers and also Advisors of sovereign Funds of leading economies. We have started working with the Advisor of India’s PMO for Founders of our eco system to get access to matching funds on a Private Public Partnership(PPP) basis and our investor event at CES was backed by the Govt of Hungary.CVC’s: In the last couple of years, the State of Ca is funding us to build the Corporate Venture Capital (CVC) Network in Northern California by hosting high caliber CVC Thought Leadership events like this; “CVC Due Diligence& Pitch with TDK, Micron,Caltech, Hypertherm,Arca “ Most all CVC’s we have hosted in our educational events this year like Xerox Ventures, Micron Tech, Goodyear, Lam Research Cap, TDK Ventures etc and said they invest in early stages while most entrepreneurs who are looking for funding still perceive CVC’s to be for later stage. We, at Pitch Global, want to change this perception of entrepreneurs and empower them to connect with CVC’s.Impact: Several of the EIR’s of Pitch Global are former leaders and Mentors from Singularity University(confirmed), SU Ventures(confirmed), Socap (confirmed), Nordic Impact Week (expected) and they will be leading sessions and attract other members of their eco system. In the past, Impact was a nice to have. However, the tsunami of change unleashed in the COVID era has opened up new sources of funding like Govt Grants, matching sovereign funds etc and every startup needs to build Purpose into the DNA of their culture in order to access these emerging sources of funding.Day 1 (evening of the last day of Techcrunch) is when we here from Gov representatives, Calpers, influencers of multi-billion dollar State of Ca Grant Advisors and leaders of their Diversity initiatives etc speak along with several leaders and ultimate insiders of the Silicon Valley VC and angel world.Day 2 is about Thought Leadership from CVC’s and Impact Investors. It will begin with an interview of the CVC Head of Korea’s SK Group who will talk about his experiences making some of the largest CVC investments in USA and Silicon Valley followed by “How Founders at all stages can attract CVC’s” by Investing Director of TDK Ventures and will end with a “How to prep for CVC Funding& Partnership training” co-hosted by BOSS Capital Partners (14 exits including 2 $ 1b +).Pitch Global CVC training aims to   bridge the gap between Innovation and Funding in the following ways:1. Train entrepreneurs to acquire the Mindset of engaging with CVC’s right from inception:2. Enable entrepreneurs to adapt to the changing CVC funding landscape:3. Create Enterprise Go to Market Playbook for Entrepreneurs: 4. Foster collaborative Values leading to peer to peer Mentoring:5. Access to Libraries and Self Study curriculums: 6. Teach Leadership & Impact as alternative paths to deepen relationships with CVC’s and corporates :  7. Become part of discourses for next gen innovation for a corporation seeking  exposure to different verticals, business models, industries.  9:30AM - 10:00AM Registration and Check-in10:00AM - 10:20AM Keynote Q&A style chat with Hee Jung, CVC Head of SK Discov[1]ery (Holding co of SK Group of Korea) on his recent experiences in making major deals Hosted by Louis Lehot, Partner of Foley Law.10:20AM - 10:40AM How startups at all stages can attract CVC’s. ---Masterclass by Andrew Maywah, Investing Director of TDK Ventures.10:40AM - 12:30PM Startups Presents to CVC’s/VC’s/Angels –6+2 =8 mins requires purchased ticket12:30PM - 1:00PM Lunch Break— during lunch Q&A style keynote CVC State of the Union -- Deborah Magid, IBM Ventures interview with Jim Simmons., PG board member and Co-chair of Caltech Angels(confirmed)..1:00PM - 1:20PM Sustainability Panel Hosted by Newton Paskin, our EIR & Ex-Singularity University & SU Ventures leader featuring CVC’s from Jetblue, Arca Continental (more expected)

1.20—1.40 PM:  How to attract investments from sovereign Funds. Interview of Advisor to India’s PMO  by Senior Executive of Kaiser Permanente with special reference to how they collaborated in India.

1:40PM - 2:00PM : Health & Sustainability Panel TBD.2 PM - 3:00PM:  Lifesciences Startups present requires purchased ticket3:20PM - 3:50PM : Coffee Break & Training co-hosted with BOSS Cap Partners/Start[1]up Sciences3:50PM - 4:20PM : CVC and Founder Panel4:20PM - 4:40PM : Leadership Training Hosted by Randall LaVeau BOSS Startup Sciences4:40PM - 5:00PM : How I got Govt Grants ---Chat with Founder of Telemetrak and State of Ca Funded Grants Advisor5:00PM - 5:15PM :  Closing keynote –Lead with a Silicon Valley Mindset. –Kaustav Chaudhuri, our EIR.(confirmed)5:15PM - 5:30PM Interview of a Special guest about his experiences teaching Meditation at Google after which he will sing and play the guitar and then conduct closing Meditation5.30- 7 PM :  Networking and No-Hosted Bar. ","San Francisco, CA 94133",435 Broadway,Broadway Studios Venue,,,San Francisco, CA 94133
"Thu, September 1, 2022",4:00 PM – 6:00 PM PDT,Plug and Play Supply Chain :シリコンバレーにおけるスタートアップ事情と国内外の物流課題解決に向けて,https://www.eventbrite.com/e/plug-and-play-supply-chain-tickets-402675662747?aff=ebdssbdestsearch,"当日はPlug and Play Supply Chainのパートナー企業であるJapan Postの安藤裕一様、Mitsubishi Electric Automation, Inc.の太田一史様をお招きし国内外のサプライチェーン課題解決に向けてシリコンバレーのスタートアップとどのようにして共創＆解決していくべきなのか、日系企業にとって何が大事で、どのようなアクションを取るべきなのかについてパネルディスカッション形式で理解を深める講義を開催いたします。さらにはサプライチェーン領域で活躍するスタートアップ2社によるピッチも実施予定です。ぜひ奮ってご参加ください！■日時：9月1日（木）16:00-18:00 PDT（Door Open @ 15:30 PDT）■開催場所：Plug and Play Tech Center 2F Game Room  ■参加申し込み方法：イベントページから、チケットをお申し込みください。Shumpei Kobayashi  (Plug and Play / Director, Japanese Partnerships)Sean Elmurib（Plug and Play / Vertures Associate, Supply Chain）Yuichi Ando (Japan Post  / Head of Silicon Valley office) Kazushi Ota (Mitsubishi Electric Automation, lnc. / Director, Innovation Strategy) Moderator: Yukino Suzuki(Plug and Play / Partner Success Associate, Supply Chain)Ryan Tanaka (OSARO / Sr. Account Executive) David Rodriguez (Kiwi Robotics / Co-Founder) Mehran Farimani (RAPIDFORT / CEO) 当日お会いできるのを楽しみにしております。--------------- スタートアップ、大手企業、投資家をつなぎ、世界中のイノベーションを加速させることをミッションとして掲げ、2006年にシリコンバレーで創業。現在、世界18カ国40拠点以上にて事業展開しており、ベンチャーキャピタルとしてDropboxやPaypal、Lending Club、FiscalNoteなど30社以上のユニコーン企業を輩出。Web site: https://www.plugandplaytechcenter.com/--------------- お問い合わせ：小林 俊平 Director, Japanese Partnershipsshumpei@pnptc.com","Sunnyvale, CA 94085",440 North Wolfe Road,Plug and Play Tech Center,,,Sunnyvale, CA 94085
"Thu, September 29, 2022",11:30 AM – 2:00 PM PDT,Santa Clara Job Fair - Santa Clara Career Fair,https://www.eventbrite.com/e/santa-clara-job-fair-santa-clara-career-fair-tickets-405383822927?aff=ebdssbdestsearch,"Sales, Inside Sales, Outside Sales, Retail, Administration, Financial Sales, B2B Sales, Account Managers, Government, Customer Service, Project Managers, Maintenance Supervisors, Healthcare, Industrial Sales, Mortgage, Financial Consulting, Retail, Security Sales, Insurance Sales,  Retail Manager, Telecommunications, Pest Control, Logistics, Solar Sales, Software Sales, Work from Home Positions, Management Trainees and more _________________________________________________________________________________ Salaried Positions - Base Salary + Positions -  Bonuses - Commission -  Car or Car Allowance - Cell/Laptop - Work from Home Positions - Full Medical/Dental/Vision/Life Insurance - Paid Holidays - Expense Account - Complete Corporate Training - College Tuition Reimbursement - Management Training - Rapid Career Advancement and More…Do you have hard to fill job openings in the Santa Clara / San Jose Area?  Hundreds of The Silicon Valley's Best and Most Qualified Candidates Attend Our Career Fairs Every Year (Since 1999).  Please contact us for Special Small Business and Corporate Discount Rates to participate.ORAccount Executive, Sales Representative, Customer Service, Account Manager, B2B, retail sales, sales, financial services, customer service, Financial Services, Insurance, Sales Management, Sales Trainee, Management Trainee, At home sales, cold calling, financial advisor, insurance sales, outside sales, outside sales representative, sales executive, salesman, salesperson, saleswomen and moreINDUSTRIES THAT HIRE AT OUR CAREER FAIRSAccommodations, Accounting, Advertising, Agriculture & Agribusiness, Air Transportation, Apparel & Accessories, Auto, Banking, Beauty & Cosmetics, Biotechnology, Chemical, Communications, Computer, Construction, Consulting, Consumer Products, Education, Electronics, Employment, Energy, Entertainment & Recreation, Fashion, Financial Services, Food & Beverage, Green Technology, Health, Information, Information Technology, Insurance, Legal Services, Manufacturing, Medical Devices & Supplies, Music, Public Administration, Public Relations, Publishing, Real Estate, Retail, Service, Technology, Telecommunications, Tourism, Transportation, Travel, Utilities, Web ServicesKey Words: Account Executive, Sales Representative, Account Manager, B2B, retail sales, furniture, sales, financial services, customer service, Business Development Manager, Sales Manager, Financial Services, Insurance, Telecommunications, Pharmaceutical, Hospital Representative, Medical, Marketing, Advertising, Healthcare, Telecom, Information Technology, Software, Security Services, Advertising, Payroll, Sales Management, Sales Trainee, Management Trainee, At home sales, cold calling, telemarketer, telemarketing, financial advisor, insurance sales, outside sales, outside sales representative, sales executive, salesman, salesperson, saleswomen, marketing, Job Fair in San Jose, Jobs in San Jose, Sales positions in San Jose, Hiring in San Jose,San Jose Jobs, Career Fair San Jose, Hiring Now in San Jose, San Jose Job openings, San Jose Job Fairs, Job Fair San Jose, Career Fair in San Jose, San Jose Career Fair, San Jose Diversity Job Fair, San Jose Diversity Career Fair, San Jose Diversity Career Fair, Diversity Job Fair, Santa Clara.","Santa Clara / San Jose, CA 95054",Santa Clara,Santa Clara Job Fair,,,Santa Clara / San Jose, CA 95054
